tactic_labels,technique_labels,sub_technology_labels,text
"['TA0005', 'TA0004']",['T1055'],['T1055.012'],"parentimage!=""c:\program files\splunkuniversalforwarder\bin\splunk-regmon.exe"" parentimage!=""c:\program files\splunkuniversalforwarder\bin\splunk-powershell.exe"" and((image=""c:\windows\system32\smss.exe"" (parentimage!=""c:\windows\system32\smss.exe"" parentimage!=""system"")) or(image=""c:\windows\system32\csrss.exe"" (parentimage!=""c:\windows\system32\smss.exe"" parentimage!=""c:\windows\system32\svchost.exe"")) or(image=""c:\windows\system32\wininit.exe"" parentimage!=""c:\windows\system32\smss.exe"") or(image=""c:\windows\system32\winlogon.exe"" parentimage!=""c:\windows\system32\smss.exe"") or(image=""c:\windows\system32\lsass.exe"" parentimage!=""c:\windows\system32\wininit.exe"") or(image=""c:\windows\system32\logonui.exe"" (parentimage!=""c:\windows\system32\winlogon.exe"" parentimage!=""c:\windows\system32\wininit.exe"")) or(image=""c:\windows\system32\services.exe"" parentimage!=""c:\windows\system32\wininit.exe"") or(image=""c:\windows\system32\spoolsv.exe"" parentimage!=""c:\windows\system32\services.exe"") or(image=""c:\windows\system32\taskhost.exe"" (parentimage!=""c:\windows\system32\services.exe"" parentimage!=""c:\windows\system32\svchost.exe"")) or(image=""c:\windows\system32\taskhostw.exe"" (parentimage!=""c:\windows\system32\services.exe"" parentimage!=""c:\windows\system32\svchost.exe"")) or(image=""c:\windows\system32\userinit.exe"" (parentimage!=""c:\windows\system32\dwm.exe"" parentimage!=""c:\windows\system32\winlogon.exe"")))"
['TA0011'],['T1105'],['T1105'],andromeda download additional payload c2.
"['TA0003', 'TA0004']",['T1547'],['T1547.001'],andromeda establish persistence dropping sample c:\programdata\local settings\temp\mskmde.com adding registry run key execute every time user log on.
"['TA0005', 'TA0004']",['T1055'],['T1055'],andromeda inject wuauclt.exe process perform c2 actions.
['TA0005'],['T1036'],['T1036.008'],andromeda delivered lnk file disguised folder.
['TA0005'],['T1036'],['T1036.005'],andromeda installed c:\temp\trustedinstaller.exe mimic legitimate window installer service.
"['TA0001', 'TA0008']",['T1091'],['T1091'],andromeda spread via infected usb keys.
['TA0011'],['T1071'],['T1071.001'],andromeda ability make get request download file c2.
"['TA0005', 'TA0004']",['T1055'],['T1055.004'],apc injection method executing arbitrary code address space separate live process.
"['TA0005', 'TA0004']",['T1055'],['T1055.004'],apc injection commonly performed attaching malicious code apc queue process's thread.
"['TA0009', 'TA0006']",['T1056'],['T1056.001'],"api call alone indicator keylogging, may provide behavioral data useful combined information new file written disk unusual processes."
['TA0005'],['T1027'],['T1027'],"api function name also reversed, presumably avoid detection memory."
['TA0005'],['T1027'],['T1027.007'],api function called malware may leave static artifact string payload files.
['TA0005'],['T1070'],['T1070.006'],"apis (, setfiletime, ntsetinformationfile, ntqueryinformationfile) utilized manipulate timestamps."
['TA0005'],['T1027'],['T1027.013'],apis string typeframe variant rc4 encrypted.
['TA0002'],['T1059'],['T1059.009'],apis available cloud environment provide various functionality feature-rich method programmatic access nearly aspect tenant.
['TA0006'],['T1552'],['T1552.007'],"apis environments, docker api kubernetes apis, allow user remotely manage container resource cluster components."
['TA0005'],['T1036'],['T1036.004'],apt-c-36 disguised scheduled task used google.
['TA0011'],['T1105'],['T1105'],apt-c-36 downloaded binary data specified domain malicious document opened.
['TA0002'],['T1059'],['T1059.005'],apt-c-36 embedded vbscript within malicious word document executed upon document opening.
['TA0002'],['T1204'],['T1204.002'],apt-c-36 prompted victim accept macro order execute subsequent payload.
['TA0005'],['T1027'],['T1027'],"apt-c-36 used confuserex obfuscate variant imminent monitor, compressed payload rat packages, password protected encrypted email attachment avoid detection."
"['TA0002', 'TA0003', 'TA0004']",['T1053'],['T1053.005'],"apt-c-36 used macro function set scheduled tasks, disguised used google."
['TA0011'],['T1571'],['T1571'],apt-c-36 used port 4050 c2 communications.
['TA0001'],['T1566'],['T1566.001'],apt-c-36 used spearphishing email password protected rar attachment avoid detected email gateway.
['TA0042'],['T1588'],['T1588.002'],apt-c-36 obtained used modified variant imminent monitor.
['TA0007'],['T1057'],['T1057'],apt1 gathered list running process system using tasklist /v.
['TA0006'],['T1003'],['T1003.001'],apt1 known use credential dumping using mimikatz.
['TA0009'],['T1005'],['T1005'],apt1 collected file local victim.
['TA0042'],['T1585'],['T1585.002'],"apt1 created email account later use social engineering, phishing, registering domains."
['TA0042'],['T1583'],['T1583.001'],apt1 registered hundred domain use operations.
['TA0001'],['T1566'],['T1566.002'],apt1 sent spearphishing email containing hyperlink malicious files.
['TA0001'],['T1566'],['T1566.001'],apt1 sent spearphishing email containing malicious attachments.
['TA0009'],['T1560'],['T1560.001'],apt1 used rar compress file moving outside victim network.
['TA0002'],['T1059'],['T1059.003'],"apt1 used window command shell execute commands, batch scripting automate execution."
['TA0042'],['T1588'],['T1588.002'],apt1 used various open-source tool privilege escalation purposes.
['TA0042'],['T1584'],['T1584.001'],apt1 hijacked fqdns associated legitimate website hosted hop points.
['TA0007'],['T1135'],['T1135'],apt1 listed connected network shares.
['TA0009'],['T1119'],['T1119'],apt1 used batch script perform series discovery technique save text file.
['TA0042'],['T1588'],['T1588.001'],apt1 used publicly available malware privilege escalation.
['TA0007'],['T1087'],['T1087.001'],"apt1 used command net localgroup,net user, net group find account system."
['TA0007'],['T1007'],['T1007'],apt1 used command net start tasklist get listing service system.
['TA0007'],['T1016'],['T1016'],apt1 used ipconfig /all command gather network configuration information.
['TA0007'],['T1049'],['T1049'],apt1 used net use command get listing network connections.
['TA0009'],['T1114'],"['T1114.002', 'T1114.001']","apt1 us two utilities, getmail mapiget, steal email."
['TA0002'],['T1204'],['T1204.002'],apt12 attempted get victim open malicious microsoft word pdf attachment sent via spearphishing.
['TA0002'],['T1203'],['T1203'],"apt12 exploited multiple vulnerability execution, including microsoft office vulnerability (cve-2009-3129, cve-2012-0158) vulnerability adobe reader flash (cve-2009-4324, cve-2009-0927, cve-2011-0609, cve-2011-0611)."
['TA0001'],['T1566'],['T1566.001'],apt12 sent email malicious microsoft office document pdfs attached.
['TA0011'],['T1071'],['T1071.001'],"apt12 used riptide, rat us http communicate."
['TA0011'],['T1102'],['T1102.002'],apt12 used blog wordpress c2 infrastructure.
['TA0011'],['T1568'],['T1568.003'],apt12 used multiple variant dns calculation including multiplying first two octet ip address adding third octet value order get resulting command control port.
['TA0011'],['T1573'],['T1573.001'],"apt12 used riptide rat, communicates http payload encrypted rc4."
['TA0042'],['T1584'],['T1584.004'],apt16 compromised otherwise legitimate site staging server second-stage payloads.
['TA0042'],['T1585'],['T1585'],apt17 created cultivated profile page microsoft technet.
['TA0042'],['T1583'],['T1583.006'],apt17 created profile page microsoft technet used c2 infrastructure.
['TA0005'],['T1070'],['T1070.004'],apt18 actor deleted tool batch file victim systems.
"['TA0001', 'TA0005', 'TA0003', 'TA0004']","['T1133', 'T1078']","['T1133', 'T1078']",apt18 actor leverage legitimate credential log external remote services.
"['TA0002', 'TA0003', 'TA0004']",['T1053'],['T1053.002'],apt18 actor used native window task scheduler tool use scheduled task execution victim network.
['TA0007'],['T1082'],['T1082'],apt18 collect system information victim??s machine.
['TA0007'],['T1083'],['T1083'],apt18 list file information specific directories.
['TA0011'],['T1105'],['T1105'],apt18 upload file victim??s machine.
"['TA0003', 'TA0004']",['T1547'],['T1547.001'],apt18 establishes persistence via hkcu\software\microsoft\windows\currentversion\run key.
['TA0005'],['T1027'],['T1027.013'],apt18 obfuscates string payload.
['TA0011'],['T1071'],['T1071.004'],apt18 us dns c2 communications.
['TA0011'],['T1071'],['T1071.001'],apt18 us http c2 communications.
['TA0002'],['T1059'],['T1059.003'],apt18 us cmd.exe execute command victim??s machine.
['TA0011'],['T1071'],['T1071.001'],apt19 also used http malware variant communicate http c2.
['TA0002'],['T1204'],['T1204.002'],apt19 attempted get user launch malicious attachment delivered via spearphishing emails.
['TA0007'],['T1082'],['T1082'],apt19 collected system architecture information.
['TA0005'],['T1218'],['T1218.011'],apt19 configured payload inject rundll32.exe.
['TA0002'],['T1059'],['T1059'],apt19 downloaded launched code within sct file.
['TA0042'],['T1588'],['T1588.002'],apt19 obtained used publicly-available tool like empire.
"['TA0005', 'TA0003', 'TA0004']",['T1574'],['T1574.002'],apt19 launched http malware variant port 22 malware variant using legitimate executable loaded malicious dll.
['TA0001'],['T1189'],['T1189'],apt19 performed watering hole attack forbes.com 2014 compromise targets.
['TA0001'],['T1566'],['T1566.001'],apt19 sent spearphishing email malicious attachment rtf xlsm format deliver initial exploits.
['TA0005'],['T1564'],['T1564.003'],apt19 used -w hidden conceal powershell window setting windowstyle parameter hidden.
['TA0005'],['T1027'],['T1027.010'],apt19 used base64 obfuscate executed commands.
['TA0005'],['T1027'],['T1027.013'],apt19 used base64 obfuscate payloads.
['TA0011'],['T1071'],['T1071.001'],apt19 used http c2 communications.
['TA0002'],['T1059'],['T1059.001'],apt19 used powershell command execute payloads.
['TA0005'],['T1218'],['T1218.010'],apt19 used regsvr32 bypass application control techniques.
['TA0007'],['T1016'],['T1016'],apt19 used http malware variant port 22 malware variant collect mac address ip address victim??s machine.
['TA0007'],['T1033'],['T1033'],apt19 used http malware variant port 22 malware variant collect victim??s username.
['TA0007'],['T1082'],['T1082'],apt19 used http malware variant port 22 malware variant gather hostname cpu information victim??s machine.
